unique ID,Primary archt/firm,Primary archt/firm[1][Name],Primary archt/firm[1][Role],Primary archt/firm[1][Type],Primary archt/firm[2][Name],Primary archt/firm[2][Role],Primary archt/firm[2][Type],Primary archt/firm[3][Name],Primary archt/firm[3][Role],Primary archt/firm[3][Type],Primary archt/firm[4][Name],Primary archt/firm[4][Role],Primary archt/firm[4][Type],Primary archt/firm[5][Name],Primary archt/firm[5][Role],Primary archt/firm[5][Type],Primary archt/firm_flag
14984,George Beddall | design consultant,George Beddall,design consultant,person,,,,,,,,,,,,,0
14985,unidentified | contributor,,,,,,,,,,,,,,,,0
14986,Leon Chandler,Leon Chandler,contributor,corporate,,,,,,,,,,,,,0
14987,Tulsa Boiler and Machinery Co.,Tulsa Boiler and Machinery Co.,contributor,corporate,,,,,,,,,,,,,0
14988,Concept Architects,Concept Architects,contributor,corporate,,,,,,,,,,,,,0
14989,unidentified | contributor,,,,,,,,,,,,,,,,0
14990,unidentified | contributor,,,,,,,,,,,,,,,,0
14991,unidentified | contributor,,,,,,,,,,,,,,,,0
14992,unidentified | contributor,,,,,,,,,,,,,,,,0
14993,unidentified | contributor,,,,,,,,,,,,,,,,0
14994,unidentified | contributor,,,,,,,,,,,,,,,,0
14995,C. H. Page and Son,C. H. Page and Son,contributor,corporate,,,,,,,,,,,,,0
14996,unidentified | contributor,,,,,,,,,,,,,,,,0
14997,unidentified | contributor,,,,,,,,,,,,,,,,0
14998,unidentified | contributor,,,,,,,,,,,,,,,,0
14999,unidentified | contributor,,,,,,,,,,,,,,,,0
15000,unidentified | contributor,,,,,,,,,,,,,,,,0
15001,unidentified | contributor,,,,,,,,,,,,,,,,0
15002,unidentified | contributor,,,,,,,,,,,,,,,,0
15003,unidentified | contributor,,,,,,,,,,,,,,,,0
15007,unidentified | contributor,,,,,,,,,,,,,,,,0
15008,unidentified | contributor,,,,,,,,,,,,,,,,0
15010,Page Southerland Page; Brooks and Barr,Page Southerland Page,contributor,corporate,Brooks and Barr,contributor,corporate,,,,,,,,,,0
15011,unidentified | contributor,,,,,,,,,,,,,,,,0
15012,unidentified | contributor,,,,,,,,,,,,,,,,0
15013,City of Austin Parks and Recreation Department,City of Austin Parks and Recreation Department,contributor,corporate,,,,,,,,,,,,,0
15014,Page Brothers | architectural firm,Page Brothers,architectural firm,person,,,,,,,,,,,,,0
15015,C. H. Page and Son,C. H. Page and Son,contributor,corporate,,,,,,,,,,,,,0
15016,unidentified | contributor,,,,,,,,,,,,,,,,0
15017,unidentified | contributor,,,,,,,,,,,,,,,,0
15018,unidentified | contributor,,,,,,,,,,,,,,,,0
15019,Page Southerland Page | architectural firm,Page Southerland Page,architectural firm,corporate,,,,,,,,,,,,,0
15020,unidentified | contributor,,,,,,,,,,,,,,,,0
15021,Dick Bundy,Dick Bundy,contributor,person,,,,,,,,,,,,,0
15022,City of Austin Parks and Recreation Department,City of Austin Parks and Recreation Department,contributor,corporate,,,,,,,,,,,,,0
15023,unidentified | contributor,,,,,,,,,,,,,,,,0
15024,unidentified | contributor,,,,,,,,,,,,,,,,0
15025,unidentified | contributor,,,,,,,,,,,,,,,,0
15026,Department of the Interior,Department of the Interior,contributor,person,,,,,,,,,,,,,0
15027,unidentified | contributor,,,,,,,,,,,,,,,,0
15028,unidentified | contributor,,,,,,,,,,,,,,,,0
15029,unidentified | contributor,,,,,,,,,,,,,,,,0
15030,unidentified | contributor,,,,,,,,,,,,,,,,0
15031,unidentified | contributor,,,,,,,,,,,,,,,,0
15032,Department of Planning,Department of Planning,contributor,person,,,,,,,,,,,,,0
15033,unidentified | contributor,,,,,,,,,,,,,,,,0
15034,unidentified | contributor,,,,,,,,,,,,,,,,0
15035,unidentified | contributor,,,,,,,,,,,,,,,,0
15036,unidentified | contributor,,,,,,,,,,,,,,,,0
15037,unidentified | contributor,,,,,,,,,,,,,,,,0
15038,"Brooks, Barr, Graeber, and White","Brooks, Barr, Graeber, and White",contributor,corporate,,,,,,,,,,,,,0
15039,unidentified | contributor,,,,,,,,,,,,,,,,0
15040,unidentified | contributor,,,,,,,,,,,,,,,,0
15041,unidentified | contributor,,,,,,,,,,,,,,,,0
15042,unidentified | contributor,,,,,,,,,,,,,,,,0
15043,Texas Highway Department,Texas Highway Department,contributor,person,,,,,,,,,,,,,0
15044,unidentified | contributor,,,,,,,,,,,,,,,,0
15045,Fehr and Granger,Fehr and Granger,contributor,corporate,,,,,,,,,,,,,0
15046,unidentified | contributor,,,,,,,,,,,,,,,,0
15047,unidentified | contributor,,,,,,,,,,,,,,,,0
15048,unidentified | contributor,,,,,,,,,,,,,,,,0
15049,unidentified | contributor,,,,,,,,,,,,,,,,0
15050,Fehr and Granger,Fehr and Granger,contributor,corporate,,,,,,,,,,,,,0
15051,unidentified | contributor,,,,,,,,,,,,,,,,0
15052,unidentified | contributor,,,,,,,,,,,,,,,,0
15053,unidentified | contributor,,,,,,,,,,,,,,,,0
15054,unidentified | contributor,,,,,,,,,,,,,,,,0
15055,unidentified | contributor,,,,,,,,,,,,,,,,0
15056,unidentified | contributor,,,,,,,,,,,,,,,,0
15057,unidentified | contributor,,,,,,,,,,,,,,,,0
15058,unidentified | contributor,,,,,,,,,,,,,,,,0
15059,unidentified | contributor,,,,,,,,,,,,,,,,0
15060,unidentified | contributor,,,,,,,,,,,,,,,,0
15061,City of Austin Planning Department,City of Austin Planning Department,contributor,person,,,,,,,,,,,,,0
15062,City of Austin Planning Department,City of Austin Planning Department,contributor,person,,,,,,,,,,,,,0
15063,City of Austin Planning Department,City of Austin Planning Department,contributor,person,,,,,,,,,,,,,0
15064,City of Austin Planning Department,City of Austin Planning Department,contributor,person,,,,,,,,,,,,,0
15065,City of Austin Planning Department,City of Austin Planning Department,contributor,person,,,,,,,,,,,,,0
15066,City of Austin Planning Department,City of Austin Planning Department,contributor,person,,,,,,,,,,,,,0
15067,City of Austin Planning Department,City of Austin Planning Department,contributor,person,,,,,,,,,,,,,0
15068,City of Austin Planning Department,City of Austin Planning Department,contributor,person,,,,,,,,,,,,,0
15069,City of Austin Planning Department,City of Austin Planning Department,contributor,person,,,,,,,,,,,,,0
15070,City of Austin Planning Department,City of Austin Planning Department,contributor,person,,,,,,,,,,,,,0
15071,unidentified | contributor,,,,,,,,,,,,,,,,0
15072,City of Austin Water and Sewer Department,City of Austin Water and Sewer Department,contributor,corporate,,,,,,,,,,,,,0
15073,unidentified | contributor,,,,,,,,,,,,,,,,0
15074,unidentified | contributor,,,,,,,,,,,,,,,,0
15075,unidentified | contributor,,,,,,,,,,,,,,,,0
15076,unidentified | contributor,,,,,,,,,,,,,,,,0
15077,Edgar James Architect and Associates,Edgar James Architect and Associates,contributor,corporate,,,,,,,,,,,,,0
15078,Danze & Davis Architects,Danze & Davis Architects,contributor,corporate,,,,,,,,,,,,,0
15079,Barton D. Riley and Associates | architects,Barton D. Riley and Associates,architects,corporate,,,,,,,,,,,,,0
15080,Gray and Becker Inc.,Gray and Becker Inc.,contributor,corporate,,,,,,,,,,,,,0
15081,Edgar James and Associates,Edgar James and Associates,contributor,corporate,,,,,,,,,,,,,0
15082,unidentified | contributor,,,,,,,,,,,,,,,,0
15083,H. Arlan Conner | design consultant,H. Arlan Conner,design consultant,person,,,,,,,,,,,,,0
15084,Barton D. Riley and Associates | architects,Barton D. Riley and Associates,architects,corporate,,,,,,,,,,,,,0
15085,Safety Steel Service Inc.,Safety Steel Service Inc.,contributor,corporate,,,,,,,,,,,,,0
15086,unidentified | contributor,,,,,,,,,,,,,,,,0
15087,unidentified | contributor,,,,,,,,,,,,,,,,0
15088,unidentified | contributor,,,,,,,,,,,,,,,,0
15089,unidentified | contributor,,,,,,,,,,,,,,,,0
15090,unidentified | contributor,,,,,,,,,,,,,,,,0
15091,unidentified | contributor,,,,,,,,,,,,,,,,0
15092,unidentified | contributor,,,,,,,,,,,,,,,,0
15093,Dallas Department of City Planning,Dallas Department of City Planning,contributor,person,,,,,,,,,,,,,0
15094,unidentified | contributor,,,,,,,,,,,,,,,,0
15095,unidentified | contributor,,,,,,,,,,,,,,,,0
15096,unidentified | contributor,,,,,,,,,,,,,,,,0
15097,Reavis Associates,Reavis Associates,contributor,corporate,,,,,,,,,,,,,0
15653,unidentified | contributor,,,,,,,,,,,,,,,,0
16242,C. H. Page and Brother | architectural firm,C. H. Page and Brother,architectural firm,corporate,,,,,,,,,,,,,0
16742,unidentified | contributor,,,,,,,,,,,,,,,,0
16946,Page Brothers | architectural firm,Page Brothers,architectural firm,person,,,,,,,,,,,,,0
16947,unidentified | contributor,,,,,,,,,,,,,,,,0
16972,unidentified | contributor,,,,,,,,,,,,,,,,0
17049,John Parkinson and Edwin Bergstrom | architects,John Parkinson and Edwin Bergstrom,architects,corporate,,,,,,,,,,,,,0
17056,Joe C. Mills & Associates | architect,Joe C. Mills & Associates,architect,corporate,,,,,,,,,,,,,0
17128,unidentified | contributor,,,,,,,,,,,,,,,,0
17135,Wisconsin Bridge and Iron Company,Wisconsin Bridge and Iron Company,contributor,corporate,,,,,,,,,,,,,0
17622,Morris and Aubrey | architects,Morris and Aubrey,architects,corporate,,,,,,,,,,,,,0
17684, ,,contributor,person,,,,,,,,,,,,,0
17689,unidentified | contributor,,,,,,,,,,,,,,,,0
967,C. V. Seutter,C. V. Seutter,contributor,person,,,,,,,,,,,,,0
17600,John S. Chase | architect,John S. Chase,architect,person,,,,,,,,,,,,,0
2773,Department of Engineering - Stephenville,Department of Engineering - Stephenville,contributor,corporate,,,,,,,,,,,,,0
4448,unidentified | contributor,,,,,,,,,,,,,,,,0
4449,unidentified | contributor,,,,,,,,,,,,,,,,0
4450,unidentified | contributor,,,,,,,,,,,,,,,,0
4451,unidentified | contributor,,,,,,,,,,,,,,,,0
4452,unidentified | contributor,,,,,,,,,,,,,,,,0
4453,unidentified | contributor,,,,,,,,,,,,,,,,0
4454,unidentified | contributor,,,,,,,,,,,,,,,,0
4455,unidentified | contributor,,,,,,,,,,,,,,,,0
4456,unidentified | contributor,,,,,,,,,,,,,,,,0
4457,unidentified | contributor,,,,,,,,,,,,,,,,0
4458,unidentified | contributor,,,,,,,,,,,,,,,,0
4459,unidentified | contributor,,,,,,,,,,,,,,,,0
4460,unidentified | contributor,,,,,,,,,,,,,,,,0
4461,unidentified | contributor,,,,,,,,,,,,,,,,0
4462,unidentified | contributor,,,,,,,,,,,,,,,,0
4463,unidentified | contributor,,,,,,,,,,,,,,,,0
4464,unidentified | contributor,,,,,,,,,,,,,,,,0
4465,unidentified | contributor,,,,,,,,,,,,,,,,0
4466,unidentified | contributor,,,,,,,,,,,,,,,,0
4467,unidentified | contributor,,,,,,,,,,,,,,,,0
4468,unidentified | contributor,,,,,,,,,,,,,,,,0
4469,unidentified | contributor,,,,,,,,,,,,,,,,0
4470,unidentified | contributor,,,,,,,,,,,,,,,,0
4471,unidentified | contributor,,,,,,,,,,,,,,,,0
4472,unidentified | contributor,,,,,,,,,,,,,,,,0
4473,unidentified | contributor,,,,,,,,,,,,,,,,0
4474,unidentified | contributor,,,,,,,,,,,,,,,,0
4475,unidentified | contributor,,,,,,,,,,,,,,,,0
4476,unidentified | contributor,,,,,,,,,,,,,,,,0
4477,unidentified | contributor,,,,,,,,,,,,,,,,0
4478,unidentified | contributor,,,,,,,,,,,,,,,,0
4479,unidentified | contributor,,,,,,,,,,,,,,,,0
4480,unidentified | contributor,,,,,,,,,,,,,,,,0
4481,unidentified | contributor,,,,,,,,,,,,,,,,0
4482,unidentified | contributor,,,,,,,,,,,,,,,,0
4483,unidentified | contributor,,,,,,,,,,,,,,,,0
4484,unidentified | contributor,,,,,,,,,,,,,,,,0
4485,unidentified | contributor,,,,,,,,,,,,,,,,0
4486,unidentified | contributor,,,,,,,,,,,,,,,,0
4487,unidentified | contributor,,,,,,,,,,,,,,,,0
4488,unidentified | contributor,,,,,,,,,,,,,,,,0
4489,unidentified | contributor,,,,,,,,,,,,,,,,0
4490,unidentified | contributor,,,,,,,,,,,,,,,,0
4491,unidentified | contributor,,,,,,,,,,,,,,,,0
4492,unidentified | contributor,,,,,,,,,,,,,,,,0
4493,unidentified | contributor,,,,,,,,,,,,,,,,0
4494,unidentified | contributor,,,,,,,,,,,,,,,,0
4495,unidentified | contributor,,,,,,,,,,,,,,,,0
4496,unidentified | contributor,,,,,,,,,,,,,,,,0
4497,unidentified | contributor,,,,,,,,,,,,,,,,0
4498,unidentified | contributor,,,,,,,,,,,,,,,,0
4499,unidentified | contributor,,,,,,,,,,,,,,,,0
4500,unidentified | contributor,,,,,,,,,,,,,,,,0
4501,unidentified | contributor,,,,,,,,,,,,,,,,0
4502,unidentified | contributor,,,,,,,,,,,,,,,,0
4503,unidentified | contributor,,,,,,,,,,,,,,,,0
4504,unidentified | contributor,,,,,,,,,,,,,,,,0
4505,unidentified | contributor,,,,,,,,,,,,,,,,0
4506,unidentified | contributor,,,,,,,,,,,,,,,,0
4507,unidentified | contributor,,,,,,,,,,,,,,,,0
4508,unidentified | contributor,,,,,,,,,,,,,,,,0
4509,unidentified | contributor,,,,,,,,,,,,,,,,0
4510,unidentified | contributor,,,,,,,,,,,,,,,,0
4511,unidentified | contributor,,,,,,,,,,,,,,,,0
4512,unidentified | contributor,,,,,,,,,,,,,,,,0
4513,unidentified | contributor,,,,,,,,,,,,,,,,0
4514,unidentified | contributor,,,,,,,,,,,,,,,,0
4515,unidentified | contributor,,,,,,,,,,,,,,,,0
4516,unidentified | contributor,,,,,,,,,,,,,,,,0
4517,unidentified | contributor,,,,,,,,,,,,,,,,0
4518,unidentified | contributor,,,,,,,,,,,,,,,,0
4519,unidentified | contributor,,,,,,,,,,,,,,,,0
4520,unidentified | contributor,,,,,,,,,,,,,,,,0
4521,unidentified | contributor,,,,,,,,,,,,,,,,0
4522,unidentified | contributor,,,,,,,,,,,,,,,,0
4523,unidentified | contributor,,,,,,,,,,,,,,,,0
4524,unidentified | contributor,,,,,,,,,,,,,,,,0
4525,unidentified | contributor,,,,,,,,,,,,,,,,0
4526,unidentified | contributor,,,,,,,,,,,,,,,,0
4527,unidentified | contributor,,,,,,,,,,,,,,,,0
4528,unidentified | contributor,,,,,,,,,,,,,,,,0
8083,unidentified | contributor,,,,,,,,,,,,,,,,0
8084,unidentified | contributor,,,,,,,,,,,,,,,,0
8085,unidentified | contributor,,,,,,,,,,,,,,,,0
8086,unidentified | contributor,,,,,,,,,,,,,,,,0
8087,unidentified | contributor,,,,,,,,,,,,,,,,0
8088,unidentified | contributor,,,,,,,,,,,,,,,,0
8089,unidentified | contributor,,,,,,,,,,,,,,,,0
8090,unidentified | contributor,,,,,,,,,,,,,,,,0
8091,unidentified | contributor,,,,,,,,,,,,,,,,0
8092,unidentified | contributor,,,,,,,,,,,,,,,,0
8093,unidentified | contributor,,,,,,,,,,,,,,,,0
8094,unidentified | contributor,,,,,,,,,,,,,,,,0
8095,unidentified | contributor,,,,,,,,,,,,,,,,0
8096,unidentified | contributor,,,,,,,,,,,,,,,,0
8097,unidentified | contributor,,,,,,,,,,,,,,,,0
8098,unidentified | contributor,,,,,,,,,,,,,,,,0
8099,unidentified | contributor,,,,,,,,,,,,,,,,0
8100,unidentified | contributor,,,,,,,,,,,,,,,,0
8101,unidentified | contributor,,,,,,,,,,,,,,,,0
8102,unidentified | contributor,,,,,,,,,,,,,,,,0
8103,unidentified | contributor,,,,,,,,,,,,,,,,0
8104,unidentified | contributor,,,,,,,,,,,,,,,,0
8105,unidentified | contributor,,,,,,,,,,,,,,,,0
8106,unidentified | contributor,,,,,,,,,,,,,,,,0
8107,unidentified | contributor,,,,,,,,,,,,,,,,0
8108,unidentified | contributor,,,,,,,,,,,,,,,,0
8109,unidentified | contributor,,,,,,,,,,,,,,,,0
8110,unidentified | contributor,,,,,,,,,,,,,,,,0
8111,unidentified | contributor,,,,,,,,,,,,,,,,0
8112,unidentified | contributor,,,,,,,,,,,,,,,,0
8113,unidentified | contributor,,,,,,,,,,,,,,,,0
8114,unidentified | contributor,,,,,,,,,,,,,,,,0
8115,unidentified | contributor,,,,,,,,,,,,,,,,0
8116,unidentified | contributor,,,,,,,,,,,,,,,,0
8117,unidentified | contributor,,,,,,,,,,,,,,,,0
8118,unidentified | contributor,,,,,,,,,,,,,,,,0
8119,unidentified | contributor,,,,,,,,,,,,,,,,0
8120,unidentified | contributor,,,,,,,,,,,,,,,,0
8121,unidentified | contributor,,,,,,,,,,,,,,,,0
8122,unidentified | contributor,,,,,,,,,,,,,,,,0
8123,unidentified | contributor,,,,,,,,,,,,,,,,0
8124,unidentified | contributor,,,,,,,,,,,,,,,,0
8125,unidentified | contributor,,,,,,,,,,,,,,,,0
8126,unidentified | contributor,,,,,,,,,,,,,,,,0
8127,unidentified | contributor,,,,,,,,,,,,,,,,0
8128,unidentified | contributor,,,,,,,,,,,,,,,,0
8129,unidentified | contributor,,,,,,,,,,,,,,,,0
8130,unidentified | contributor,,,,,,,,,,,,,,,,0
8131,unidentified | contributor,,,,,,,,,,,,,,,,0
8132,unidentified | contributor,,,,,,,,,,,,,,,,0
8133,unidentified | contributor,,,,,,,,,,,,,,,,0
8134,unidentified | contributor,,,,,,,,,,,,,,,,0
8135,unidentified | contributor,,,,,,,,,,,,,,,,0
8136,unidentified | contributor,,,,,,,,,,,,,,,,0
8137,unidentified | contributor,,,,,,,,,,,,,,,,0
8138,unidentified | contributor,,,,,,,,,,,,,,,,0
8139,unidentified | contributor,,,,,,,,,,,,,,,,0
8140,unidentified | contributor,,,,,,,,,,,,,,,,0
8141,unidentified | contributor,,,,,,,,,,,,,,,,0
8142,unidentified | contributor,,,,,,,,,,,,,,,,0
8143,unidentified | contributor,,,,,,,,,,,,,,,,0
8144,unidentified | contributor,,,,,,,,,,,,,,,,0
8145,unidentified | contributor,,,,,,,,,,,,,,,,0
8146,unidentified | contributor,,,,,,,,,,,,,,,,0
8147,unidentified | contributor,,,,,,,,,,,,,,,,0
8148,unidentified | contributor,,,,,,,,,,,,,,,,0
8149,unidentified | contributor,,,,,,,,,,,,,,,,0
8150,unidentified | contributor,,,,,,,,,,,,,,,,0
8151,unidentified | contributor,,,,,,,,,,,,,,,,0
8152,unidentified | contributor,,,,,,,,,,,,,,,,0
8153,unidentified | contributor,,,,,,,,,,,,,,,,0
8154,unidentified | contributor,,,,,,,,,,,,,,,,0
8155,unidentified | contributor,,,,,,,,,,,,,,,,0
8156,unidentified | contributor,,,,,,,,,,,,,,,,0
8157,unidentified | contributor,,,,,,,,,,,,,,,,0
8158,unidentified | contributor,,,,,,,,,,,,,,,,0
8159,unidentified | contributor,,,,,,,,,,,,,,,,0
8160,unidentified | contributor,,,,,,,,,,,,,,,,0
8161,unidentified | contributor,,,,,,,,,,,,,,,,0
8162,unidentified | contributor,,,,,,,,,,,,,,,,0
8163,unidentified | contributor,,,,,,,,,,,,,,,,0
8164,unidentified | contributor,,,,,,,,,,,,,,,,0
8165,unidentified | contributor,,,,,,,,,,,,,,,,0
8166,unidentified | contributor,,,,,,,,,,,,,,,,0
8167,unidentified | contributor,,,,,,,,,,,,,,,,0
8168,unidentified | contributor,,,,,,,,,,,,,,,,0
8169,unidentified | contributor,,,,,,,,,,,,,,,,0
8170,unidentified | contributor,,,,,,,,,,,,,,,,0
8171,unidentified | contributor,,,,,,,,,,,,,,,,0
8172,unidentified | contributor,,,,,,,,,,,,,,,,0
8173,unidentified | contributor,,,,,,,,,,,,,,,,0
8174,unidentified | contributor,,,,,,,,,,,,,,,,0
8175,unidentified | contributor,,,,,,,,,,,,,,,,0
8176,unidentified | contributor,,,,,,,,,,,,,,,,0
8177,unidentified | contributor,,,,,,,,,,,,,,,,0
8178,unidentified | contributor,,,,,,,,,,,,,,,,0
8179,unidentified | contributor,,,,,,,,,,,,,,,,0
8180,unidentified | contributor,,,,,,,,,,,,,,,,0
8181,unidentified | contributor,,,,,,,,,,,,,,,,0
8182,unidentified | contributor,,,,,,,,,,,,,,,,0
8183,unidentified | contributor,,,,,,,,,,,,,,,,0
8184,unidentified | contributor,,,,,,,,,,,,,,,,0
8185,unidentified | contributor,,,,,,,,,,,,,,,,0
8186,unidentified | contributor,,,,,,,,,,,,,,,,0
8187,unidentified | contributor,,,,,,,,,,,,,,,,0
8188,unidentified | contributor,,,,,,,,,,,,,,,,0
8189,unidentified | contributor,,,,,,,,,,,,,,,,0
8190,unidentified | contributor,,,,,,,,,,,,,,,,0
8191,unidentified | contributor,,,,,,,,,,,,,,,,0
8192,unidentified | contributor,,,,,,,,,,,,,,,,0
8193,unidentified | contributor,,,,,,,,,,,,,,,,0
8194,unidentified | contributor,,,,,,,,,,,,,,,,0
8195,unidentified | contributor,,,,,,,,,,,,,,,,0
8196,unidentified | contributor,,,,,,,,,,,,,,,,0
8197,unidentified | contributor,,,,,,,,,,,,,,,,0
8198,unidentified | contributor,,,,,,,,,,,,,,,,0
8199,unidentified | contributor,,,,,,,,,,,,,,,,0
8200,unidentified | contributor,,,,,,,,,,,,,,,,0
8201,unidentified | contributor,,,,,,,,,,,,,,,,0
8202,unidentified | contributor,,,,,,,,,,,,,,,,0
8203,unidentified | contributor,,,,,,,,,,,,,,,,0
8204,unidentified | contributor,,,,,,,,,,,,,,,,0
8205,unidentified | contributor,,,,,,,,,,,,,,,,0
8206,unidentified | contributor,,,,,,,,,,,,,,,,0
8207,unidentified | contributor,,,,,,,,,,,,,,,,0
8208,unidentified | contributor,,,,,,,,,,,,,,,,0
8209,unidentified | contributor,,,,,,,,,,,,,,,,0
8210,unidentified | contributor,,,,,,,,,,,,,,,,0
8211,unidentified | contributor,,,,,,,,,,,,,,,,0
8212,unidentified | contributor,,,,,,,,,,,,,,,,0
8213,unidentified | contributor,,,,,,,,,,,,,,,,0
8214,unidentified | contributor,,,,,,,,,,,,,,,,0
8215,unidentified | contributor,,,,,,,,,,,,,,,,0
8216,unidentified | contributor,,,,,,,,,,,,,,,,0
8217,unidentified | contributor,,,,,,,,,,,,,,,,0
8218,unidentified | contributor,,,,,,,,,,,,,,,,0
8219,unidentified | contributor,,,,,,,,,,,,,,,,0
8220,unidentified | contributor,,,,,,,,,,,,,,,,0
8221,unidentified | contributor,,,,,,,,,,,,,,,,0
8222,unidentified | contributor,,,,,,,,,,,,,,,,0
8223,unidentified | contributor,,,,,,,,,,,,,,,,0
8224,unidentified | contributor,,,,,,,,,,,,,,,,0
8225,unidentified | contributor,,,,,,,,,,,,,,,,0
8226,unidentified | contributor,,,,,,,,,,,,,,,,0
8227,unidentified | contributor,,,,,,,,,,,,,,,,0
8228,unidentified | contributor,,,,,,,,,,,,,,,,0
8229,unidentified | contributor,,,,,,,,,,,,,,,,0
8230,unidentified | contributor,,,,,,,,,,,,,,,,0
8231,unidentified | contributor,,,,,,,,,,,,,,,,0
8232,unidentified | contributor,,,,,,,,,,,,,,,,0
8233,unidentified | contributor,,,,,,,,,,,,,,,,0
8234,unidentified | contributor,,,,,,,,,,,,,,,,0
8235,unidentified | contributor,,,,,,,,,,,,,,,,0
8236,unidentified | contributor,,,,,,,,,,,,,,,,0
8237,unidentified | contributor,,,,,,,,,,,,,,,,0
8238,unidentified | contributor,,,,,,,,,,,,,,,,0
8239,unidentified | contributor,,,,,,,,,,,,,,,,0
8240,unidentified | contributor,,,,,,,,,,,,,,,,0
8241,unidentified | contributor,,,,,,,,,,,,,,,,0
8242,unidentified | contributor,,,,,,,,,,,,,,,,0
8243,unidentified | contributor,,,,,,,,,,,,,,,,0
8244,unidentified | contributor,,,,,,,,,,,,,,,,0
8245,unidentified | contributor,,,,,,,,,,,,,,,,0
8246,unidentified | contributor,,,,,,,,,,,,,,,,0
8247,unidentified | contributor,,,,,,,,,,,,,,,,0
8248,unidentified | contributor,,,,,,,,,,,,,,,,0
8249,unidentified | contributor,,,,,,,,,,,,,,,,0
8250,unidentified | contributor,,,,,,,,,,,,,,,,0
8251,unidentified | contributor,,,,,,,,,,,,,,,,0
8252,unidentified | contributor,,,,,,,,,,,,,,,,0
8253,unidentified | contributor,,,,,,,,,,,,,,,,0
8254,unidentified | contributor,,,,,,,,,,,,,,,,0
8255,unidentified | contributor,,,,,,,,,,,,,,,,0
8256,unidentified | contributor,,,,,,,,,,,,,,,,0
8257,unidentified | contributor,,,,,,,,,,,,,,,,0
8258,unidentified | contributor,,,,,,,,,,,,,,,,0
8259,unidentified | contributor,,,,,,,,,,,,,,,,0
8260,unidentified | contributor,,,,,,,,,,,,,,,,0
8261,unidentified | contributor,,,,,,,,,,,,,,,,0
8262,unidentified | contributor,,,,,,,,,,,,,,,,0
8263,unidentified | contributor,,,,,,,,,,,,,,,,0
8264,unidentified | contributor,,,,,,,,,,,,,,,,0
8265,unidentified | contributor,,,,,,,,,,,,,,,,0
8266,unidentified | contributor,,,,,,,,,,,,,,,,0
8267,unidentified | contributor,,,,,,,,,,,,,,,,0
8268,unidentified | contributor,,,,,,,,,,,,,,,,0
8269,unidentified | contributor,,,,,,,,,,,,,,,,0
8270,unidentified | contributor,,,,,,,,,,,,,,,,0
8271,unidentified | contributor,,,,,,,,,,,,,,,,0
8272,unidentified | contributor,,,,,,,,,,,,,,,,0
8273,unidentified | contributor,,,,,,,,,,,,,,,,0
8274,unidentified | contributor,,,,,,,,,,,,,,,,0
8275,unidentified | contributor,,,,,,,,,,,,,,,,0
8276,unidentified | contributor,,,,,,,,,,,,,,,,0
8277,unidentified | contributor,,,,,,,,,,,,,,,,0
8278,unidentified | contributor,,,,,,,,,,,,,,,,0
8279,unidentified | contributor,,,,,,,,,,,,,,,,0
8280,unidentified | contributor,,,,,,,,,,,,,,,,0
8281,unidentified | contributor,,,,,,,,,,,,,,,,0
8282,unidentified | contributor,,,,,,,,,,,,,,,,0
8283,unidentified | contributor,,,,,,,,,,,,,,,,0
8284,unidentified | contributor,,,,,,,,,,,,,,,,0
8285,unidentified | contributor,,,,,,,,,,,,,,,,0
8286,unidentified | contributor,,,,,,,,,,,,,,,,0
8287,unidentified | contributor,,,,,,,,,,,,,,,,0
8288,unidentified | contributor,,,,,,,,,,,,,,,,0
8289,unidentified | contributor,,,,,,,,,,,,,,,,0
8290,unidentified | contributor,,,,,,,,,,,,,,,,0
8291,unidentified | contributor,,,,,,,,,,,,,,,,0
8292,unidentified | contributor,,,,,,,,,,,,,,,,0
8293,unidentified | contributor,,,,,,,,,,,,,,,,0
8294,unidentified | contributor,,,,,,,,,,,,,,,,0
8295,unidentified | contributor,,,,,,,,,,,,,,,,0
8296,unidentified | contributor,,,,,,,,,,,,,,,,0
8297,unidentified | contributor,,,,,,,,,,,,,,,,0
8298,unidentified | contributor,,,,,,,,,,,,,,,,0
8299,unidentified | contributor,,,,,,,,,,,,,,,,0
8300,unidentified | contributor,,,,,,,,,,,,,,,,0
8301,unidentified | contributor,,,,,,,,,,,,,,,,0
8302,unidentified | contributor,,,,,,,,,,,,,,,,0
8303,unidentified | contributor,,,,,,,,,,,,,,,,0
8304,unidentified | contributor,,,,,,,,,,,,,,,,0
8305,unidentified | contributor,,,,,,,,,,,,,,,,0
8306,unidentified | contributor,,,,,,,,,,,,,,,,0
8307,unidentified | contributor,,,,,,,,,,,,,,,,0
8308,unidentified | contributor,,,,,,,,,,,,,,,,0
8309,unidentified | contributor,,,,,,,,,,,,,,,,0
8310,unidentified | contributor,,,,,,,,,,,,,,,,0
8311,unidentified | contributor,,,,,,,,,,,,,,,,0
8312,unidentified | contributor,,,,,,,,,,,,,,,,0
8313,unidentified | contributor,,,,,,,,,,,,,,,,0
8314,unidentified | contributor,,,,,,,,,,,,,,,,0
8315,unidentified | contributor,,,,,,,,,,,,,,,,0
8316,unidentified | contributor,,,,,,,,,,,,,,,,0
8317,unidentified | contributor,,,,,,,,,,,,,,,,0
8318,unidentified | contributor,,,,,,,,,,,,,,,,0
