unique ID,Primary archt/firm,Primary archt/firm[1][Name],Primary archt/firm[1][Role],Primary archt/firm[1][Type],Primary archt/firm[2][Name],Primary archt/firm[2][Role],Primary archt/firm[2][Type],Primary archt/firm[3][Name],Primary archt/firm[3][Role],Primary archt/firm[3][Type],Primary archt/firm[4][Name],Primary archt/firm[4][Role],Primary archt/firm[4][Type],Primary archt/firm[5][Name],Primary archt/firm[5][Role],Primary archt/firm[5][Type],Primary archt/firm_flag
17187,"Ford, Powell & Carson, Inc. | architectural firm;","Ford, Powell & Carson, Inc.",architectural firm,corporate,,contributor,person,,,,,,,,,,0
17188,"Ford, Powell & Carson, Inc. | architectural firm;
Humberto Saldana and Associates Inc. A Joint Venture | architectural firm","Ford, Powell & Carson, Inc.",architectural firm,corporate,Humberto Saldana and Associates Inc. A Joint Venture,architectural firm,corporate,,,,,,,,,,0
17189,"Ford, Powell & Carson, Inc. | architectural firm;","Ford, Powell & Carson, Inc.",architectural firm,corporate,,contributor,person,,,,,,,,,,0
17190,"Pfennig, Weyman and Associates | engineering firm","Pfennig, Weyman and Associates",engineering firm,corporate,,,,,,,,,,,,,0
17191,"Phelps, Simmons and Garza","Phelps, Simmons and Garza",contributor,corporate,,,,,,,,,,,,,0
17192,"Curtis Neal and Associates, Inc.","Curtis Neal and Associates, Inc.",contributor,corporate,,,,,,,,,,,,,0
17194,Woolpert Consultants | engineers and surveyors,Woolpert Consultants,engineers and surveyors,corporate,,,,,,,,,,,,,0
17195,,nan,contributor,person,,,,,,,,,,,,,0
17196,City Water Board,City Water Board,contributor,person,,,,,,,,,,,,,0
17197,"Ford, Powell & Carson, Inc. | architectural firm;
Humberto Saldana and Associates Inc. A Joint Venture | architectural firm","Ford, Powell & Carson, Inc.",architectural firm,corporate,Humberto Saldana and Associates Inc. A Joint Venture,architectural firm,corporate,,,,,,,,,,0
17198,,nan,contributor,person,,,,,,,,,,,,,0
17199,"Ford, Powell, Carson, Architects and Planners Inc. | architectural firm; Overland Partners, Inc. | architectural firm
","Ford, Powell, Carson, Architects and Planners Inc.",architectural firm,corporate,"Overland Partners, Inc.",architectural firm,corporate,,,,,,,,,,0
17200,"Ford, Powell, Carson, Architects and Planners Inc. | architectural firm; Overland Partners, Inc. | architectural firm
","Ford, Powell, Carson, Architects and Planners Inc.",architectural firm,corporate,"Overland Partners, Inc.",architectural firm,corporate,,,,,,,,,,0
17201,"Ford, Powell, Carson, Architects and Planners Inc. | architectural firm; Overland Partners, Inc. | architectural firm
","Ford, Powell, Carson, Architects and Planners Inc.",architectural firm,corporate,"Overland Partners, Inc.",architectural firm,corporate,,,,,,,,,,0
17202,"Ford, Powell, Carson, Architects and Planners Inc. | architectural firm; Overland Partners, Inc. | architectural firm
","Ford, Powell, Carson, Architects and Planners Inc.",architectural firm,corporate,"Overland Partners, Inc.",architectural firm,corporate,,,,,,,,,,0
17203,"Ford, Powell, Carson, Architects and Planners Inc. | architectural firm; Overland Partners, Inc. | architectural firm
","Ford, Powell, Carson, Architects and Planners Inc.",architectural firm,corporate,"Overland Partners, Inc.",architectural firm,corporate,,,,,,,,,,0
17204,"Ford, Powell, Carson, Architects and Planners Inc. | architectural firm; Overland Partners, Inc. | architectural firm
","Ford, Powell, Carson, Architects and Planners Inc.",architectural firm,corporate,"Overland Partners, Inc.",architectural firm,corporate,,,,,,,,,,0
17205,"Ford, Powell, Carson | architectural firm
","Ford, Powell, Carson",architectural firm,person,,,,,,,,,,,,,0
17206,"Ford, Powell, Carson | architectural firm
","Ford, Powell, Carson",architectural firm,person,,,,,,,,,,,,,0
17209,"Ford, Powell, Carson | architectural firm
","Ford, Powell, Carson",architectural firm,person,,,,,,,,,,,,,0
17210,"Justice Center Joint Venture
",Justice Center Joint Venture,contributor,person,,,,,,,,,,,,,0
17211,"Justice Center Joint Venture
",Justice Center Joint Venture,contributor,person,,,,,,,,,,,,,0
17212,"Ford, Powell & Carson, Inc. | architectural firm

","Ford, Powell & Carson, Inc.",architectural firm,corporate,,,,,,,,,,,,,0
17213,"Ford, Powell & Carson, Inc. | architectural firm

","Ford, Powell & Carson, Inc.",architectural firm,corporate,,,,,,,,,,,,,0
17214,"Ford, Powell & Carson, Inc. | architectural firm

","Ford, Powell & Carson, Inc.",architectural firm,corporate,,,,,,,,,,,,,0
17215,"
",,contributor,person,,,,,,,,,,,,,0
17216,"O’Neil Ford and Associates | architectural firm

",ONeil Ford and Associates,architectural firm,corporate,,,,,,,,,,,,,0
17218,"Ford, Powell and Carson Architects  | architectural firm
","Ford, Powell and Carson Architects",architectural firm,corporate,,,,,,,,,,,,,0
17219,"Ford, Powell and Carson | architectural firm
","Ford, Powell and Carson",architectural firm,corporate,,,,,,,,,,,,,0
17220,"Ford, Powell and Carson | architectural firm
","Ford, Powell and Carson",architectural firm,corporate,,,,,,,,,,,,,0
17221,"Ford, Powell and Carson | architectural firm


","Ford, Powell and Carson",architectural firm,corporate,,,,,,,,,,,,,0
17222,"Ford, Powell and Carson Architects | architectural firm

","Ford, Powell and Carson Architects",architectural firm,corporate,,,,,,,,,,,,,0
17224,"Ford, Powell and Carson | architectural firm

","Ford, Powell and Carson",architectural firm,corporate,,,,,,,,,,,,,0
17225,"
",,contributor,person,,,,,,,,,,,,,0
17226,"Ford, Powell and Carson | architectural firm

","Ford, Powell and Carson",architectural firm,corporate,,,,,,,,,,,,,0
17227,"Tobin Research Inc.
",Tobin Research Inc.,contributor,corporate,,,,,,,,,,,,,0
17228,"Ford, Powell and Carson | architectural firm

","Ford, Powell and Carson",architectural firm,corporate,,,,,,,,,,,,,0
17229,"Pape - Dawson Engineers | engineering firm
",Pape - Dawson Engineers,engineering firm,person,,,,,,,,,,,,,0
17231,"Pape - Dawson Engineers | engineering firm
",Pape - Dawson Engineers,engineering firm,person,,,,,,,,,,,,,0
17233,"Tobin Surveys, Inc.
","Tobin Surveys, Inc.",contributor,corporate,,,,,,,,,,,,,0
17234,"Ford, Powell and Carson | architectural firm

","Ford, Powell and Carson",architectural firm,corporate,,,,,,,,,,,,,0
17235,"Ford, Powell and Carson | architectural firm

","Ford, Powell and Carson",architectural firm,corporate,,,,,,,,,,,,,0
17236,"

",,contributor,person,,,,,,,,,,,,,0
17237,"Wendell Davis and Associates

",Wendell Davis and Associates,contributor,corporate,,,,,,,,,,,,,0
17238,"Ford, Powell and Carson | architectural firm; Wendell Davis and Associates

","Ford, Powell and Carson",architectural firm,corporate,Wendell Davis and Associates,contributor,corporate,,,,,,,,,,0
17239,"

",,contributor,person,,,,,,,,,,,,,0
17240,"Ford, Powell and Carson | architectural firm

","Ford, Powell and Carson",architectural firm,corporate,,,,,,,,,,,,,0
17242,"
",,contributor,person,,,,,,,,,,,,,0
17243,"
",,contributor,person,,,,,,,,,,,,,0
17244,"Ford, Powell and Carson | architectural firm
","Ford, Powell and Carson",architectural firm,corporate,,,,,,,,,,,,,0
17246,"Graham B. Lund | architect; Ford, Powell and Carson | architectural firm",Graham B. Lund,architect,person,"Ford, Powell and Carson",architectural firm,corporate,,,,,,,,,,0
17247,"Graham B. Lund | architect; Ford, Powell and Carson, Inc. | architectural firm

",Graham B. Lund,architect,person,"Ford, Powell and Carson, Inc.",architectural firm,corporate,,,,,,,,,,0
17248,"Graham B. Lund | architect; Ford, Powell and Carson, Inc. | architectural firm
",Graham B. Lund,architect,person,"Ford, Powell and Carson, Inc.",architectural firm,corporate,,,,,,,,,,0
17249,"Ford, Powell and Carson Architects | architectural firm

","Ford, Powell and Carson Architects",architectural firm,corporate,,,,,,,,,,,,,0
17250,"Ford, Powell and Carson Architects | architectural firm

","Ford, Powell and Carson Architects",architectural firm,corporate,,,,,,,,,,,,,0
17251,"Ford, Powell and Carson, Inc. | architectural firm

","Ford, Powell and Carson, Inc.",architectural firm,corporate,,,,,,,,,,,,,0
17252,"Ford, Powell and Carson | architectural firm

","Ford, Powell and Carson",architectural firm,corporate,,,,,,,,,,,,,0
17253,"Ford, Powell and Carson, Inc. | architectural firm

","Ford, Powell and Carson, Inc.",architectural firm,corporate,,,,,,,,,,,,,0
17256,"Ford, Powell and Carson, Inc. | architectural firm

","Ford, Powell and Carson, Inc.",architectural firm,corporate,,,,,,,,,,,,,0
17257,"Ford, Powell and Carson | architectural firm

","Ford, Powell and Carson",architectural firm,corporate,,,,,,,,,,,,,0
17258,"Ford, Powell and Carson | architectural firm

","Ford, Powell and Carson",architectural firm,corporate,,,,,,,,,,,,,0
17259,"Ford, Powell and Carson | architectural firm

","Ford, Powell and Carson",architectural firm,corporate,,,,,,,,,,,,,0
17260,"Walter P. Moore and Associates, Inc. | architectural firm

","Walter P. Moore and Associates, Inc.",architectural firm,corporate,,,,,,,,,,,,,0
17261,"FPC Landscape Architecture and Planning | architectural firm


",FPC Landscape Architecture and Planning,architectural firm,corporate,,,,,,,,,,,,,0
17262,"Ford, Powell and Carson, Inc. | architectural firm



","Ford, Powell and Carson, Inc.",architectural firm,corporate,,,,,,,,,,,,,0
17263,"Ford, Powell and Carson, Inc. | architectural firm



","Ford, Powell and Carson, Inc.",architectural firm,corporate,,,,,,,,,,,,,0
17264,"Ford, Powell and Carson, Inc. | architectural firm



","Ford, Powell and Carson, Inc.",architectural firm,corporate,,,,,,,,,,,,,0
17265,"Ford, Powell and Carson, Inc. | architectural firm



","Ford, Powell and Carson, Inc.",architectural firm,corporate,,,,,,,,,,,,,0
17266,"Ford, Powell and Carson, Inc. | architectural firm



","Ford, Powell and Carson, Inc.",architectural firm,corporate,,,,,,,,,,,,,0
17267,"Ford, Powell and Carson, Inc. | architectural firm



","Ford, Powell and Carson, Inc.",architectural firm,corporate,,,,,,,,,,,,,0
17268,"DuBose Associates, Inc. | architectural firm



","DuBose Associates, Inc.",architectural firm,corporate,,,,,,,,,,,,,0
17273,"Ford, Powell and Carson | architectural firm; Wold, Bowers, de Shane, Covert, Inc. | architectural firm



","Ford, Powell and Carson",architectural firm,corporate,"Wold, Bowers, de Shane, Covert, Inc.",architectural firm,corporate,,,,,,,,,,0
17274,"Ford, Powell and Carson, Inc. | architectural firm

","Ford, Powell and Carson, Inc.",architectural firm,corporate,,,,,,,,,,,,,0
17275,"John C. Garner, Jr.; City of Galveston Tax Department

","John C. Garner, Jr.",contributor,person,City of Galveston Tax Department,contributor,person,,,,,,,,,,0
17276,"

",,contributor,person,,,,,,,,,,,,,0
17277,"Ford, Powell and Carson, Inc. | architectural firm



","Ford, Powell and Carson, Inc.",architectural firm,corporate,,,,,,,,,,,,,0
17278,"Ford, Powell and Carson, Inc. | architectural firm



","Ford, Powell and Carson, Inc.",architectural firm,corporate,,,,,,,,,,,,,0
17279,"Ford, Powell, Carson, Architects and Planners Inc. | architectural firm; Raymond F. Stainback, Jr. | Architect



","Ford, Powell, Carson, Architects and Planners Inc.",architectural firm,corporate,"Raymond F. Stainback, Jr.",Architect,person,,,,,,,,,,0
17280,"Ford, Powell and Carson Architects | architectural firm




","Ford, Powell and Carson Architects",architectural firm,corporate,,,,,,,,,,,,,0
17593,"Ford, Powell and Carson, Inc. | architectural firm



","Ford, Powell and Carson, Inc.",architectural firm,corporate,,,,,,,,,,,,,0
17770,"Robert v. Buck & Associates


",Robert v. Buck & Associates,contributor,corporate,,,,,,,,,,,,,0
17771,"Walter P. Moore and Associates, Inc. | architectural firm

","Walter P. Moore and Associates, Inc.",architectural firm,corporate,,,,,,,,,,,,,0
17772,"[Ford, Powell and Carson, Inc. | architectural firm]



","[Ford, Powell and Carson, Inc.",architectural firm],corporate,,,,,,,,,,,,,0
17773,"Ford, Powell and Carson, Inc. | architectural firm



","Ford, Powell and Carson, Inc.",architectural firm,corporate,,,,,,,,,,,,,0
17774,"Ford, Powell & Carson Architects & Planners, Inc.","Ford, Powell & Carson Architects & Planners, Inc.",contributor,corporate,,,,,,,,,,,,,0
17775,"Ford, Powell & Carson, Inc.","Ford, Powell & Carson, Inc.",contributor,corporate,,,,,,,,,,,,,0
17776,"Ford, Powell & Carson, Inc.","Ford, Powell & Carson, Inc.",contributor,corporate,,,,,,,,,,,,,0
17777,"Ford, Powell & Carson, Inc.","Ford, Powell & Carson, Inc.",contributor,corporate,,,,,,,,,,,,,0
17778,"Ford, Powell & Carson, Inc.","Ford, Powell & Carson, Inc.",contributor,corporate,,,,,,,,,,,,,0
17779,"Ford, Powell & Carson Architects & Planners, Inc.","Ford, Powell & Carson Architects & Planners, Inc.",contributor,corporate,,,,,,,,,,,,,0
17780,"Ford, Powell & Carson Architects & Planners, Inc.","Ford, Powell & Carson Architects & Planners, Inc.",contributor,corporate,,,,,,,,,,,,,0
17781,"Ford, Powell & Carson Architects & Planners, Inc.","Ford, Powell & Carson Architects & Planners, Inc.",contributor,corporate,,,,,,,,,,,,,0
17782,"Ford, Powell & Carson Architects & Planners, Inc.","Ford, Powell & Carson Architects & Planners, Inc.",contributor,corporate,,,,,,,,,,,,,0
17783,"Ford, Powell & Carson Architects & Planners, Inc.","Ford, Powell & Carson Architects & Planners, Inc.",contributor,corporate,,,,,,,,,,,,,0
17784,"Ford, Powell & Carson Architects & Planners, Inc.","Ford, Powell & Carson Architects & Planners, Inc.",contributor,corporate,,,,,,,,,,,,,0
17785,"Ford, Powell & Carson Architects & Planners","Ford, Powell & Carson Architects & Planners",contributor,corporate,,,,,,,,,,,,,0
17786,"Ford, Powell & Carson","Ford, Powell & Carson",contributor,corporate,,,,,,,,,,,,,0
17787,"Ford, Powell & Carson Architects & Planners","Ford, Powell & Carson Architects & Planners",contributor,corporate,,,,,,,,,,,,,0
17788,"Ford, Powell & Carson, Inc.","Ford, Powell & Carson, Inc.",contributor,corporate,,,,,,,,,,,,,0
17789,"Ford, Powell & Carson Architects & Planners","Ford, Powell & Carson Architects & Planners",contributor,corporate,,,,,,,,,,,,,0
17790,"Ford, Powell & Carson Architects","Ford, Powell & Carson Architects",contributor,corporate,,,,,,,,,,,,,0
17791,"Ford, Powell & Carson","Ford, Powell & Carson",contributor,corporate,,,,,,,,,,,,,0
17792,"Ford, Powell & Carson","Ford, Powell & Carson",contributor,corporate,,,,,,,,,,,,,0
17793,Don N. White & Associates,Don N. White & Associates,contributor,corporate,,,,,,,,,,,,,0
17794,Don N. White & Associates,Don N. White & Associates,contributor,corporate,,,,,,,,,,,,,0
17795,"Ford, Powell & Carson, Inc.","Ford, Powell & Carson, Inc.",contributor,corporate,,,,,,,,,,,,,0
17796,"Ford, Powell & Carson, Inc.","Ford, Powell & Carson, Inc.",contributor,corporate,,,,,,,,,,,,,0
17797,"Howland Surveying Company, Inc.","Howland Surveying Company, Inc.",contributor,corporate,,,,,,,,,,,,,0
17798,Ottis Elevator Company,Ottis Elevator Company,contributor,corporate,,,,,,,,,,,,,0
17799,W.E. Simpson Co.,W.E. Simpson Co.,contributor,person,,,,,,,,,,,,,0
17800,"Atlee B. Ayres, Rob’t M. Ayres Architects","Atlee B. Ayres, Robt M. Ayres Architects",contributor,corporate,,,,,,,,,,,,,0
17801,L. Harrington Co.,L. Harrington Co.,contributor,person,,,,,,,,,,,,,0
17802,"Samuel-Murphey-Washburn and Associates Inc,","Samuel-Murphey-Washburn and Associates Inc,",contributor,corporate,,,,,,,,,,,,,0
17803,,nan,contributor,person,,,,,,,,,,,,,0
17804,,nan,contributor,person,,,,,,,,,,,,,0
17805,"Ford, Powell & Carson, Inc.","Ford, Powell & Carson, Inc.",contributor,corporate,,,,,,,,,,,,,0
17806,"Ford, Powell & Carson, Inc.","Ford, Powell & Carson, Inc.",contributor,corporate,,,,,,,,,,,,,0
17807,"Ford, Powell & Carson, Inc.","Ford, Powell & Carson, Inc.",contributor,corporate,,,,,,,,,,,,,0
17808,"Rapp, R. R.","Rapp, R. R.",contributor,person,,,,,,,,,,,,,0
17809,"Rapp, R. R.","Rapp, R. R.",contributor,person,,,,,,,,,,,,,0
17810,Cadastral Surveying & Mapping Corp.,Cadastral Surveying & Mapping Corp.,contributor,corporate,,,,,,,,,,,,,0
17811,United Aerial Mapping,United Aerial Mapping,contributor,person,,,,,,,,,,,,,0
17812,"Ford, Powell & Carson, Inc.","Ford, Powell & Carson, Inc.",contributor,corporate,,,,,,,,,,,,,0
17813,"Ford, Powell & Carson, Inc.","Ford, Powell & Carson, Inc.",contributor,corporate,,,,,,,,,,,,,0
17814,"Ford, Powell & Carson, Inc.","Ford, Powell & Carson, Inc.",contributor,corporate,,,,,,,,,,,,,0
17815,"Ford, Powell & Carson, Inc.","Ford, Powell & Carson, Inc.",contributor,corporate,,,,,,,,,,,,,0
17816,"Ford, Powell & Carson, Inc.","Ford, Powell & Carson, Inc.",contributor,corporate,,,,,,,,,,,,,0
17817,"Ford, Powell & Carson, Inc.","Ford, Powell & Carson, Inc.",contributor,corporate,,,,,,,,,,,,,0
17818,"Ford, Powell & Carson, Inc.","Ford, Powell & Carson, Inc.",contributor,corporate,,,,,,,,,,,,,0
17819,"Ford, Powell & Carson, Inc.","Ford, Powell & Carson, Inc.",contributor,corporate,,,,,,,,,,,,,0
17820,"Ford, Powell & Carson, Inc.","Ford, Powell & Carson, Inc.",contributor,corporate,,,,,,,,,,,,,0
17821,"Ford, Powell & Carson, Inc.","Ford, Powell & Carson, Inc.",contributor,corporate,,,,,,,,,,,,,0
17822,FPC Landscape Architecture & Planning,FPC Landscape Architecture & Planning,contributor,corporate,,,,,,,,,,,,,0
17823,"Ford, Powell & Carson, Inc.","Ford, Powell & Carson, Inc.",contributor,corporate,,,,,,,,,,,,,0
17824,"Ford, Powell & Carson, Inc.","Ford, Powell & Carson, Inc.",contributor,corporate,,,,,,,,,,,,,0
10208,unidentified | contributor,,,,,,,,,,,,,,,,0
14099,Frank Welch Associates,Frank Welch Associates,contributor,corporate,,,,,,,,,,,,,0
14107,Frank Welch Associates,Frank Welch Associates,contributor,corporate,,,,,,,,,,,,,0
14108,Frank Welch Associates,Frank Welch Associates,contributor,corporate,,,,,,,,,,,,,0
14109,Frank Welch Associates,Frank Welch Associates,contributor,corporate,,,,,,,,,,,,,0
14110,Frank Welch Associates,Frank Welch Associates,contributor,corporate,,,,,,,,,,,,,0
14111,Frank Welch Associates,Frank Welch Associates,contributor,corporate,,,,,,,,,,,,,0
14112,Frank Welch Associates,Frank Welch Associates,contributor,corporate,,,,,,,,,,,,,0
14113,Frank Welch Associates,Frank Welch Associates,contributor,corporate,,,,,,,,,,,,,0
14114,Frank Welch Associates,Frank Welch Associates,contributor,corporate,,,,,,,,,,,,,0
14116,Frank Welch Associates,Frank Welch Associates,contributor,corporate,,,,,,,,,,,,,0
14157,Frank Welch Associates,Frank Welch Associates,contributor,corporate,,,,,,,,,,,,,0
14158,Frank Welch Associates,Frank Welch Associates,contributor,corporate,,,,,,,,,,,,,0
14159,Frank Welch Associates,Frank Welch Associates,contributor,corporate,,,,,,,,,,,,,0
14160,Frank Welch Associates,Frank Welch Associates,contributor,corporate,,,,,,,,,,,,,0
14161,Frank Welch Associates,Frank Welch Associates,contributor,corporate,,,,,,,,,,,,,0
14162,Frank Welch Associates,Frank Welch Associates,contributor,corporate,,,,,,,,,,,,,0
14163,Frank Welch Associates,Frank Welch Associates,contributor,corporate,,,,,,,,,,,,,0
14164,Frank Welch Associates,Frank Welch Associates,contributor,corporate,,,,,,,,,,,,,0
14165,Frank Welch Associates,Frank Welch Associates,contributor,corporate,,,,,,,,,,,,,0
14166,Frank Welch Associates,Frank Welch Associates,contributor,corporate,,,,,,,,,,,,,0
14167,Frank Welch Associates,Frank Welch Associates,contributor,corporate,,,,,,,,,,,,,0
14168,Frank Welch Associates,Frank Welch Associates,contributor,corporate,,,,,,,,,,,,,0
14169,Frank Welch Associates,Frank Welch Associates,contributor,corporate,,,,,,,,,,,,,0
14170,Frank Welch Associates,Frank Welch Associates,contributor,corporate,,,,,,,,,,,,,0
14171,Frank Welch Associates,Frank Welch Associates,contributor,corporate,,,,,,,,,,,,,0
14172,Frank Welch Associates,Frank Welch Associates,contributor,corporate,,,,,,,,,,,,,0
14173,Frank Welch Associates,Frank Welch Associates,contributor,corporate,,,,,,,,,,,,,0
14174,Frank Welch Associates,Frank Welch Associates,contributor,corporate,,,,,,,,,,,,,0
14175,Frank Welch Associates,Frank Welch Associates,contributor,corporate,,,,,,,,,,,,,0
14176,Frank Welch Associates,Frank Welch Associates,contributor,corporate,,,,,,,,,,,,,0
14177,Frank Welch Associates,Frank Welch Associates,contributor,corporate,,,,,,,,,,,,,0
14178,Frank Welch Associates,Frank Welch Associates,contributor,corporate,,,,,,,,,,,,,0
14179,Frank Welch Associates,Frank Welch Associates,contributor,corporate,,,,,,,,,,,,,0
16094,unidentified | contributor,,,,,,,,,,,,,,,,0
16095,unidentified | contributor,,,,,,,,,,,,,,,,0
16096,unidentified | contributor,,,,,,,,,,,,,,,,0
16097,unidentified | contributor,,,,,,,,,,,,,,,,0
16098,unidentified | contributor,,,,,,,,,,,,,,,,0
16099,unidentified | contributor,,,,,,,,,,,,,,,,0
16100,unidentified | contributor,,,,,,,,,,,,,,,,0
16101,unidentified | contributor,,,,,,,,,,,,,,,,0
16102,unidentified | contributor,,,,,,,,,,,,,,,,0
16103,unidentified | contributor,,,,,,,,,,,,,,,,0
16104,unidentified | contributor,,,,,,,,,,,,,,,,0
16105,unidentified | contributor,,,,,,,,,,,,,,,,0
16106,unidentified | contributor,,,,,,,,,,,,,,,,0
16107,unidentified | contributor,,,,,,,,,,,,,,,,0
16108,unidentified | contributor,,,,,,,,,,,,,,,,0
16109,unidentified | contributor,,,,,,,,,,,,,,,,0
16110,unidentified | contributor,,,,,,,,,,,,,,,,0
16111,unidentified | contributor,,,,,,,,,,,,,,,,0
16112,City of Dallas Park Department,City of Dallas Park Department,contributor,person,,,,,,,,,,,,,0
16113,unidentified | contributor,,,,,,,,,,,,,,,,0
16114,unidentified | contributor,,,,,,,,,,,,,,,,0
16115,unidentified | contributor,,,,,,,,,,,,,,,,0
16116,unidentified | contributor,,,,,,,,,,,,,,,,0
16117,unidentified | contributor,,,,,,,,,,,,,,,,0
16118,unidentified | contributor,,,,,,,,,,,,,,,,0
16119,unidentified | contributor,,,,,,,,,,,,,,,,0
16120,unidentified | contributor,,,,,,,,,,,,,,,,0
16121,unidentified | contributor,,,,,,,,,,,,,,,,0
16122,"Frank Welch & Associates, Inc.","Frank Welch & Associates, Inc.",contributor,corporate,,,,,,,,,,,,,0
16123,Joseph Esherick,Joseph Esherick,contributor,person,,,,,,,,,,,,,0
16124,Joseph Esherick,Joseph Esherick,contributor,person,,,,,,,,,,,,,0
16125,"Frank Welch & Associates, Inc.","Frank Welch & Associates, Inc.",contributor,corporate,,,,,,,,,,,,,0
16126,unidentified | contributor,,,,,,,,,,,,,,,,0
16127,unidentified | contributor,,,,,,,,,,,,,,,,0
16128,unidentified | contributor,,,,,,,,,,,,,,,,0
16129,unidentified | contributor,,,,,,,,,,,,,,,,0
16130,unidentified | contributor,,,,,,,,,,,,,,,,0
16131,unidentified | contributor,,,,,,,,,,,,,,,,0
16132,unidentified | contributor,,,,,,,,,,,,,,,,0
16133,unidentified | contributor,,,,,,,,,,,,,,,,0
16134,unidentified | contributor,,,,,,,,,,,,,,,,0
16135,unidentified | contributor,,,,,,,,,,,,,,,,0
16136,unidentified | contributor,,,,,,,,,,,,,,,,0
16137,unidentified | contributor,,,,,,,,,,,,,,,,0
16138,unidentified | contributor,,,,,,,,,,,,,,,,0
16139,unidentified | contributor,,,,,,,,,,,,,,,,0
16140,unidentified | contributor,,,,,,,,,,,,,,,,0
16141,unidentified | contributor,,,,,,,,,,,,,,,,0
16142,unidentified | contributor,,,,,,,,,,,,,,,,0
16143,unidentified | contributor,,,,,,,,,,,,,,,,0
16144,unidentified | contributor,,,,,,,,,,,,,,,,0
16145,unidentified | contributor,,,,,,,,,,,,,,,,0
16146,unidentified | contributor,,,,,,,,,,,,,,,,0
16147,unidentified | contributor,,,,,,,,,,,,,,,,0
16148,"Frank Welch & Associates, Inc.","Frank Welch & Associates, Inc.",contributor,corporate,,,,,,,,,,,,,0
16149,Harwood K Smith & Partners,Harwood K Smith & Partners,contributor,corporate,,,,,,,,,,,,,0
16150,unidentified | contributor,,,,,,,,,,,,,,,,0
16151,unidentified | contributor,,,,,,,,,,,,,,,,0
16152,unidentified | contributor,,,,,,,,,,,,,,,,0
16153,unidentified | contributor,,,,,,,,,,,,,,,,0
16154,unidentified | contributor,,,,,,,,,,,,,,,,0
16155,unidentified | contributor,,,,,,,,,,,,,,,,0
16156,unidentified | contributor,,,,,,,,,,,,,,,,0
16157,unidentified | contributor,,,,,,,,,,,,,,,,0
16158,unidentified | contributor,,,,,,,,,,,,,,,,0
16159,unidentified | contributor,,,,,,,,,,,,,,,,0
16160,unidentified | contributor,,,,,,,,,,,,,,,,0
16161,unidentified | contributor,,,,,,,,,,,,,,,,0
16162,unidentified | contributor,,,,,,,,,,,,,,,,0
16163,unidentified | contributor,,,,,,,,,,,,,,,,0
16164,Harwood K Smith & Partners,Harwood K Smith & Partners,contributor,corporate,,,,,,,,,,,,,0
16165,unidentified | contributor,,,,,,,,,,,,,,,,0
16166,unidentified | contributor,,,,,,,,,,,,,,,,0
16167,unidentified | contributor,,,,,,,,,,,,,,,,0
16168,unidentified | contributor,,,,,,,,,,,,,,,,0
16169,unidentified | contributor,,,,,,,,,,,,,,,,0
16170,unidentified | contributor,,,,,,,,,,,,,,,,0
16171,unidentified | contributor,,,,,,,,,,,,,,,,0
16172,unidentified | contributor,,,,,,,,,,,,,,,,0
16173,unidentified | contributor,,,,,,,,,,,,,,,,0
16174,unidentified | contributor,,,,,,,,,,,,,,,,0
16175,unidentified | contributor,,,,,,,,,,,,,,,,0
16176,unidentified | contributor,,,,,,,,,,,,,,,,0
16177,unidentified | contributor,,,,,,,,,,,,,,,,0
16178,unidentified | contributor,,,,,,,,,,,,,,,,0
16179,unidentified | contributor,,,,,,,,,,,,,,,,0
16180,unidentified | contributor,,,,,,,,,,,,,,,,0
16181,unidentified | contributor,,,,,,,,,,,,,,,,0
16182,unidentified | contributor,,,,,,,,,,,,,,,,0
16183,unidentified | contributor,,,,,,,,,,,,,,,,0
16184,unidentified | contributor,,,,,,,,,,,,,,,,0
16185,unidentified | contributor,,,,,,,,,,,,,,,,0
16186,unidentified | contributor,,,,,,,,,,,,,,,,0
16187,unidentified | contributor,,,,,,,,,,,,,,,,0
16188,unidentified | contributor,,,,,,,,,,,,,,,,0
16189,unidentified | contributor,,,,,,,,,,,,,,,,0
16190,unidentified | contributor,,,,,,,,,,,,,,,,0
16191,unidentified | contributor,,,,,,,,,,,,,,,,0
16192,unidentified | contributor,,,,,,,,,,,,,,,,0
16193,Frank Welch Associates,Frank Welch Associates,contributor,corporate,,,,,,,,,,,,,0
16194,"Frank Welch & Associates, Inc.","Frank Welch & Associates, Inc.",contributor,corporate,,,,,,,,,,,,,0
16195,"Frank Welch & Associates, Inc.","Frank Welch & Associates, Inc.",contributor,corporate,,,,,,,,,,,,,0
16196,"Frank Welch & Associates, Inc.","Frank Welch & Associates, Inc.",contributor,corporate,,,,,,,,,,,,,0
16197,unidentified | contributor,,,,,,,,,,,,,,,,0
16198,unidentified | contributor,,,,,,,,,,,,,,,,0
16199,unidentified | contributor,,,,,,,,,,,,,,,,0
16200,unidentified | contributor,,,,,,,,,,,,,,,,0
16201,unidentified | contributor,,,,,,,,,,,,,,,,0
16202,unidentified | contributor,,,,,,,,,,,,,,,,0
16203,unidentified | contributor,,,,,,,,,,,,,,,,0
16204,unidentified | contributor,,,,,,,,,,,,,,,,0
16205,unidentified | contributor,,,,,,,,,,,,,,,,0
16206,unidentified | contributor,,,,,,,,,,,,,,,,0
16207,unidentified | contributor,,,,,,,,,,,,,,,,0
16208,unidentified | contributor,,,,,,,,,,,,,,,,0
