unique ID,coll code,Collection,Set type,Set type[1],Set type[2],Set type[3],Set type[4],Set type[5],Set type[6],Set type[7],Set type[8],Set type[9],Set type[10],Set type[11],Set type[12],Set type[13],Set type[14],Set type[15],Set type[16],Set type[17],Set type[18],Set type_src[1],Set type_src[2],Set type_src[3],Set type_src[4],Set type_src[5],Set type_src[6],Set type_src[7],Set type_src[8],Set type_src[9],Set type_src[10],Set type_src[11],Set type_src[12],Set type_src[13],Set type_src[14],Set type_src[15],Set type_src[16],Set type_src[17],Set type_src[18],Set type[1][flag],Set type[2][flag],Set type[3][flag],Set type[4][flag],Set type[5][flag],Set type[6][flag],Set type[7][flag],Set type[8][flag],Set type[9][flag],Set type[10][flag],Set type[11][flag],Set type[12][flag],Set type[13][flag],Set type[14][flag],Set type[15][flag],Set type[16][flag],Set type[17][flag],Set type[18][flag]
7117,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7118,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7119,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7120,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7121,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7122,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7123,NEL,Donald S. Nelson collection,architectural/measured,architectural drawings (visual works),measured drawings,,,,,,,,,,,,,,,,,aat,aat,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,
7124,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7125,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7126,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7127,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7128,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7129,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7130,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7131,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7132,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7133,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7134,NEL,Donald S. Nelson collection,"architectural/measured
structural
mechanical/plumbing/HVAC
electrical
site/landscape ",architectural drawings (visual works),measured drawings,structural drawings,mechanical drawings (building systems drawings),plumbing plans,plumbing drawings,electrical plans,site plans,landscape,,,,,,,,,,aat,aat,aat,aat,aat,aat,aat,aat,local,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,
7135,NEL,Donald S. Nelson collection,"architectural/measured
structural
mechanical/plumbing/HVAC
electrical
site/landscape ",architectural drawings (visual works),measured drawings,structural drawings,mechanical drawings (building systems drawings),plumbing plans,plumbing drawings,electrical plans,site plans,landscape,,,,,,,,,,aat,aat,aat,aat,aat,aat,aat,aat,local,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,
7136,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7137,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7138,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7139,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7140,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7141,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7142,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7143,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7144,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7145,NEL,Donald S. Nelson collection,"architectural/measured
structural",architectural drawings (visual works),measured drawings,structural drawings,,,,,,,,,,,,,,,,aat,aat,aat,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
7146,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7147,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7148,NEL,Donald S. Nelson collection,"architectural/measured
mechanical/plumbing/HVAC",architectural drawings (visual works),measured drawings,mechanical drawings (building systems drawings),plumbing plans,plumbing drawings,,,,,,,,,,,,,,aat,aat,aat,aat,aat,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
7149,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7150,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7151,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7152,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7153,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7154,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7155,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7156,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7157,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7158,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7159,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7160,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7161,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7162,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7163,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7164,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7165,NEL,Donald S. Nelson collection,"architectural/measured
structural
mechanical/plumbing/HVAC
electrical",architectural drawings (visual works),measured drawings,structural drawings,mechanical drawings (building systems drawings),plumbing plans,plumbing drawings,electrical plans,,,,,,,,,,,,aat,aat,aat,aat,aat,aat,aat,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,
7166,NEL,Donald S. Nelson collection,"architectural/measured
mechanical/plumbing/HVAC
structural
electrical
site/landscape ",architectural drawings (visual works),measured drawings,mechanical drawings (building systems drawings),plumbing plans,plumbing drawings,structural drawings,electrical plans,site plans,landscape,,,,,,,,,,aat,aat,aat,aat,aat,aat,aat,aat,local,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,
7167,NEL,Donald S. Nelson collection,architectural/measured,architectural drawings (visual works),measured drawings,,,,,,,,,,,,,,,,,aat,aat,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,
7168,NEL,Donald S. Nelson collection,architectural/measured,architectural drawings (visual works),measured drawings,,,,,,,,,,,,,,,,,aat,aat,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,
7169,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7170,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7171,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7172,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7173,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7174,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7175,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7176,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7177,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7178,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7179,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7180,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7181,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7182,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7183,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7184,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7185,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7186,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7187,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7188,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7189,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7190,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7191,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7192,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7193,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7194,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7195,NEL,Donald S. Nelson collection,"architectural/measured
structural
mechanical/plumbing/HVAC",architectural drawings (visual works),measured drawings,structural drawings,mechanical drawings (building systems drawings),plumbing plans,plumbing drawings,,,,,,,,,,,,,aat,aat,aat,aat,aat,aat,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,
7196,NEL,Donald S. Nelson collection,"architectural/measured
structural
mechanical/plumbing/HVAC
electrical",architectural drawings (visual works),measured drawings,structural drawings,mechanical drawings (building systems drawings),plumbing plans,plumbing drawings,electrical plans,,,,,,,,,,,,aat,aat,aat,aat,aat,aat,aat,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,
7197,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7198,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7199,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7200,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7201,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7202,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7203,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7204,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7205,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7206,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7207,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7208,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7209,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7210,NEL,Donald S. Nelson collection,architectural/measured,architectural drawings (visual works),measured drawings,,,,,,,,,,,,,,,,,aat,aat,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,
7211,NEL,Donald S. Nelson collection,architectural/measured,architectural drawings (visual works),measured drawings,,,,,,,,,,,,,,,,,aat,aat,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,
7212,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7213,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7214,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7215,NEL,Donald S. Nelson collection,"architectural/measured
includes interiors",architectural drawings (visual works),measured drawings,interior views,,,,,,,,,,,,,,,,aat,aat,aat,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
7216,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7217,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7218,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7219,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7220,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7221,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7222,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7223,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7224,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7225,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7226,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7227,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7228,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7229,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7230,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7231,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7232,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7233,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7234,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7235,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7236,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7237,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7238,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7239,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7240,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7241,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7242,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7243,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7244,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7245,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7246,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7247,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7248,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7249,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7250,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7251,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7252,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7253,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7254,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7255,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7256,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7257,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7258,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7259,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7260,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7261,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7262,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7263,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7264,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7265,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7266,NEL,Donald S. Nelson collection,structural,structural drawings,,,,,,,,,,,,,,,,,,aat,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
7267,NEL,Donald S. Nelson collection,"electrical
mechanical/plumbing/HVAC",electrical plans,mechanical drawings (building systems drawings),plumbing plans,plumbing drawings,,,,,,,,,,,,,,,aat,aat,aat,aat,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,
7268,NEL,Donald S. Nelson collection,industrial design/furniture,Industrial design drawings,furniture,,,,,,,,,,,,,,,,,gmgpc,gmgpc,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,
7269,NEL,Donald S. Nelson collection,"architectural/measured
structural",architectural drawings (visual works),measured drawings,structural drawings,,,,,,,,,,,,,,,,aat,aat,aat,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
7270,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7271,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7272,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7273,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7274,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7275,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7276,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7277,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7278,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7279,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7280,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7281,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7282,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7283,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7284,NEL,Donald S. Nelson collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
