unique ID,coll code,Collection,Material types:
7756,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",correspondence
7757,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7758,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7759,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7760,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7761,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",drawings
7762,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",drawings
7763,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7764,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7765,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7766,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7767,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",drawings
7768,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7769,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7770,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7771,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7772,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7773,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7774,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7775,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7776,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7777,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7778,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7779,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7780,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7781,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7782,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7783,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7784,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7785,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7786,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7787,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7788,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7789,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7790,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7791,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7792,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7793,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7794,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7795,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7796,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7797,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7798,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7799,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",drawings
7800,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",drawings
7801,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7802,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7803,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7804,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7805,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7806,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7807,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7808,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7809,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7810,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7811,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7812,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7813,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7814,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7815,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7816,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7817,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7818,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7819,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7820,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7821,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7822,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7823,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7824,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7825,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7826,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7827,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7828,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7829,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7830,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7831,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7832,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7833,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7834,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7835,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7836,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7837,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7838,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7839,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7840,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7841,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7842,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7843,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7844,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7845,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7846,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7847,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7848,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7849,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7850,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7851,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7852,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7853,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7854,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7855,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",drawings
7856,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7857,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7858,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7859,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",drawings
7860,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7861,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7862,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7863,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",drawings
7864,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7865,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7866,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7867,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7868,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7869,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7870,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7871,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7872,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7873,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7874,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7875,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7876,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7877,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7878,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7879,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7880,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7881,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7882,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7883,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7884,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7885,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7886,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7887,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7888,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7889,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7890,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7891,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7892,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7893,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7894,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7895,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7896,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7897,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7898,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7899,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7900,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7901,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7902,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7903,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7904,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7905,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7906,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7907,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7908,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7909,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7910,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7911,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7912,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7913,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7914,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7915,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7916,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7917,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7918,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7919,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7920,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7921,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7922,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7923,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7924,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7925,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7926,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7927,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7928,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7929,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7930,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7931,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7932,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7933,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7934,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7935,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7936,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7937,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7938,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7939,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7940,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7941,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7942,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7943,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7944,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7945,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7946,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7947,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7948,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7949,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7950,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7951,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7952,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7953,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7954,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7955,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7956,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7957,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7958,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7959,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7960,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7961,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7962,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7963,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7964,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7965,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7966,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7967,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7968,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7969,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7970,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",drawings
7971,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",photographic
7972,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7973,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",photographic
7974,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7975,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7976,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7977,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7978,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7979,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7980,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7981,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7982,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7983,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7984,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7985,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7986,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7987,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7988,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7989,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7990,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7991,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7992,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7993,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7994,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7995,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7996,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7997,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7998,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
7999,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
8000,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
8001,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
8002,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
8003,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
8004,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
8005,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
8006,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
8007,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
8008,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
8009,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
8010,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
8011,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
8012,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",drawings
8013,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
8014,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
8015,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
8016,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
8017,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
8018,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
8019,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
8020,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
8021,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
8022,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
8023,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
8024,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
8025,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
8026,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
8027,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
8028,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
8029,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
8031,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
8032,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
8033,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
8034,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
8035,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
8036,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
8037,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
8038,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
8039,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
8040,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
8041,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
8042,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
8043,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
8044,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
8045,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
8046,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",drawings
8047,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",drawings
8048,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
8049,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",photographic
8050,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
8051,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
8052,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
8053,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
8054,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
8055,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
8056,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
8057,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
8058,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",photographic
8059,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",drawings
8060,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
8061,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",drawings
8062,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
8063,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
8064,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
8065,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
8066,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
8067,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
8068,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
8069,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
8070,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
8071,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
8072,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
8073,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
8074,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
8075,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
8076,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
8077,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
8078,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
8079,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
8082,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
10193,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
10194,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
10196,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",drawings
10197,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",drawings
10198,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",drawings
10199,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",drawings
10200,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",drawings
10201,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",drawings
10202,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",drawings
10218,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",drawings
10219,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",drawings
10220,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",drawings
10221,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",drawings
10436,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",drawings
11681,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",drawings
11682,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
11741,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
11743,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",drawings
11744,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
11745,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",drawings
11746,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",drawings
11747,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",drawings
11748,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection","other (see Notes)
drawings"
11749,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",drawings
11750,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",drawings
11751,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",drawings
11752,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",drawings
11753,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection","photographic
drawings"
11754,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",drawings
11755,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",drawings
11756,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",drawings
11757,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",drawings
11758,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",drawings
11765,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",drawings
11780,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",drawings
11781,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",drawings
11782,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",drawings
11785,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",drawings
11786,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",drawings
11787,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection","specifications
drawings"
11788,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",drawings
11793,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
11794,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
13616,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",drawings
13669,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",drawings
13955,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
14155,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",
14181,SOASW,"University of Texas at Austin, School of Architecture Archives: Student Work collection",drawings
